,State,Total_cases,Confirmed_cases,Probable_cases,New_cases,Probable_newcases,Total_death,Confirmed_deaths,Probable_death,New_Death,Probable_newdeath,Year,Month,Weekday,STATE,RELIGEX,FMFINE,RSTOUTDR,VBMAUTOBAL,NOPAYCOV
0,TX,0,,,0,,0,,,0,,2020,March,Monday,Texas,Yes,Yes,No,No,Yes
1,TX,0,,,0,,0,,,0,,2020,March,Tuesday,Texas,Yes,Yes,No,No,Yes
2,TX,"5,330",,,661,,90,,,20,,2020,March,Wednesday,Texas,Yes,Yes,No,No,Yes
3,TX,"31,548",,,996,0,867,,,20,0,2020,March,Thursday,Texas,Yes,Yes,No,No,Yes
4,TX,"68,271",,,"1,703",0,"1,734",,,36,0,2020,March,Friday,Texas,Yes,Yes,No,No,Yes
5,TX,"183,532",,,"7,555",0,"2,575",,,50,0,2020,March,Saturday,Texas,Yes,Yes,No,No,Yes
6,TX,"442,014",,,"11,529",0,"7,016",,,179,0,2020,March,Sunday,Texas,Yes,Yes,No,No,Yes
7,TX,"625,347",,,"3,680",0,"13,091",,,221,0,2020,March,Monday,Texas,Yes,Yes,No,No,Yes
8,TX,"763,010",,,"7,006",0,"15,992",,,97,0,2020,March,Tuesday,Texas,Yes,Yes,No,No,Yes
9,TX,"916,773",,,"7,516",0,"18,194",,,97,0,2020,March,Wednesday,Texas,Yes,Yes,No,No,Yes
10,TX,36,,,12,,0,,,0,,2020,March,Friday,Texas,Yes,Yes,No,No,Yes
11,TX,43,,,7,,0,,,0,,2020,March,Saturday,Texas,Yes,Yes,No,No,Yes
12,TX,51,,,8,,0,,,0,,2020,March,Sunday,Texas,Yes,Yes,No,No,Yes
13,TX,57,,,6,,0,,,0,,2020,March,Monday,Texas,Yes,Yes,No,No,Yes
14,TX,64,,,7,,1,,,1,,2020,March,Tuesday,Texas,Yes,Yes,No,No,Yes
15,TX,83,,,19,,2,,,1,,2020,March,Wednesday,Texas,Yes,Yes,No,No,Yes
16,TX,143,,,60,,3,,,1,,2020,March,Thursday,Texas,Yes,Yes,No,No,Yes
17,TX,401,,,258,,5,,,2,,2020,March,Friday,Texas,Yes,Yes,No,No,Yes
18,TX,507,,,106,,5,,,0,,2020,March,Saturday,Texas,Yes,Yes,No,No,Yes
19,TX,507,,,0,,5,,,0,,2020,March,Sunday,Texas,Yes,Yes,No,No,Yes
20,TX,507,,,0,,8,,,3,,2020,March,Monday,Texas,Yes,Yes,No,No,Yes
21,TX,715,,,208,,11,,,3,,2020,March,Tuesday,Texas,Yes,Yes,No,No,Yes
22,TX,974,,,259,,12,,,1,,2020,March,Wednesday,Texas,Yes,Yes,No,No,Yes
23,TX,"1,396",,,422,,18,,,6,,2020,March,Thursday,Texas,Yes,Yes,No,No,Yes
24,TX,"1,731",,,335,,23,,,5,,2020,March,Friday,Texas,Yes,Yes,No,No,Yes
25,TX,"2,052",,,321,,27,,,4,,2020,March,Saturday,Texas,Yes,Yes,No,No,Yes
26,TX,"2,552",,,500,,34,,,7,,2020,March,Sunday,Texas,Yes,Yes,No,No,Yes
27,TX,"2,877",,,325,,38,,,4,,2020,March,Monday,Texas,Yes,Yes,No,No,Yes
28,TX,"3,266",,,389,,41,,,3,,2020,March,Tuesday,Texas,Yes,Yes,No,No,Yes
29,TX,0,,,0,,0,,,0,,2020,April,Thursday,Texas,Yes,Yes,No,No,Yes
30,TX,0,,,0,,0,,,0,,2020,April,Friday,Texas,Yes,Yes,No,No,Yes
31,TX,"6,110",,,780,,105,,,15,,2020,April,Saturday,Texas,Yes,Yes,No,No,Yes
32,TX,"32,332",,,784,0,884,,,17,0,2020,April,Sunday,Texas,Yes,Yes,No,No,Yes
33,TX,"69,920",,,"1,649",0,"1,767",,,33,0,2020,April,Monday,Texas,Yes,Yes,No,No,Yes
34,TX,"191,790",,,"8,258",0,"2,608",,,33,0,2020,April,Tuesday,Texas,Yes,Yes,No,No,Yes
35,TX,"451,181",,,"9,167",0,"7,261",,,245,0,2020,April,Wednesday,Texas,Yes,Yes,No,No,Yes
36,TX,"630,829",,,"5,482",0,"13,231",,,140,0,2020,April,Thursday,Texas,Yes,Yes,No,No,Yes
37,TX,"765,894",,,"2,884",0,"16,025",,,33,0,2020,April,Friday,Texas,Yes,Yes,No,No,Yes
38,TX,"926,400",,,"9,627",0,"18,320",,,126,0,2020,April,Saturday,Texas,Yes,Yes,No,No,Yes
39,TX,"13,906",,,422,,287,,,16,,2020,April,Monday,Texas,Yes,Yes,No,No,Yes
40,TX,"14,624",,,718,,318,,,31,,2020,April,Tuesday,Texas,Yes,Yes,No,No,Yes
41,TX,"15,492",,,868,,364,,,46,,2020,April,Wednesday,Texas,Yes,Yes,No,No,Yes
42,TX,"16,455",,,963,,393,,,29,,2020,April,Thursday,Texas,Yes,Yes,No,No,Yes
43,TX,"17,371",,,916,,428,,,35,,2020,April,Friday,Texas,Yes,Yes,No,No,Yes
44,TX,"18,260",,,889,,453,,,25,,2020,April,Saturday,Texas,Yes,Yes,No,No,Yes
45,TX,"18,923",,,663,0,477,,,24,0,2020,April,Sunday,Texas,Yes,Yes,No,No,Yes
46,TX,"19,458",,,535,,495,,,18,0,2020,April,Monday,Texas,Yes,Yes,No,No,Yes
47,TX,"20,196",,,738,0,517,,,22,0,2020,April,Tuesday,Texas,Yes,Yes,No,No,Yes
48,TX,"21,069",,,873,0,543,,,26,0,2020,April,Wednesday,Texas,Yes,Yes,No,No,Yes
49,TX,"21,944",,,875,0,561,,,18,0,2020,April,Thursday,Texas,Yes,Yes,No,No,Yes
50,TX,"22,806",,,862,0,593,,,32,0,2020,April,Friday,Texas,Yes,Yes,No,No,Yes
51,TX,"23,773",,,967,0,623,,,30,0,2020,April,Saturday,Texas,Yes,Yes,No,No,Yes
52,TX,"24,631",,,858,0,648,,,25,0,2020,April,Sunday,Texas,Yes,Yes,No,No,Yes
53,TX,"25,297",,,666,0,663,,,15,0,2020,April,Monday,Texas,Yes,Yes,No,No,Yes
54,TX,"26,171",,,874,0,690,,,27,0,2020,April,Tuesday,Texas,Yes,Yes,No,No,Yes
55,TX,"27,054",,,883,0,732,,,42,0,2020,April,Wednesday,Texas,Yes,Yes,No,No,Yes
56,TX,"28,087",,,"1,033",0,782,,,50,0,2020,April,Thursday,Texas,Yes,Yes,No,No,Yes
57,TX,0,,,0,,0,,,0,,2020,May,Saturday,Texas,Yes,Yes,No,No,Yes
58,TX,3,,,3,,0,,,0,,2020,May,Sunday,Texas,Yes,Yes,No,No,Yes
59,TX,"6,812",,,702,,127,,,22,,2020,May,Monday,Texas,Yes,Yes,No,No,Yes
60,TX,"33,369",,,"1,037",0,906,,,22,0,2020,May,Tuesday,Texas,Yes,Yes,No,No,Yes
61,TX,"71,613",,,"1,693",0,"1,788",,,21,0,2020,May,Wednesday,Texas,Yes,Yes,No,No,Yes
62,TX,"195,239",,,"3,449",0,"2,637",,,29,0,2020,May,Thursday,Texas,Yes,Yes,No,No,Yes
63,TX,"459,887",,,"8,706",0,"7,497",,,236,0,2020,May,Friday,Texas,Yes,Yes,No,No,Yes
64,TX,"635,315",,,"4,486",0,"13,408",,,177,0,2020,May,Saturday,Texas,Yes,Yes,No,No,Yes
65,TX,"769,303",,,"3,409",0,"16,033",,,8,0,2020,May,Sunday,Texas,Yes,Yes,No,No,Yes
66,TX,"934,994",,,"8,594",0,"18,453",,,133,0,2020,May,Monday,Texas,Yes,Yes,No,No,Yes
67,TX,"42,403",,,"1,355",0,"1,158",,,25,0,2020,May,Wednesday,Texas,Yes,Yes,No,No,Yes
68,TX,"43,851",,,"1,448",0,"1,216",,,58,0,2020,May,Thursday,Texas,Yes,Yes,No,No,Yes
69,TX,"45,198",,,"1,347",0,"1,272",,,56,0,2020,May,Friday,Texas,Yes,Yes,No,No,Yes
70,TX,"46,999",,,"1,801",0,"1,305",,,33,0,2020,May,Saturday,Texas,Yes,Yes,No,No,Yes
71,TX,"47,784",,,785,0,"1,336",,,31,0,2020,May,Sunday,Texas,Yes,Yes,No,No,Yes
72,TX,"48,693",,,909,0,"1,347",,,11,0,2020,May,Monday,Texas,Yes,Yes,No,No,Yes
73,TX,"49,912",,,"1,219",0,"1,369",,,22,0,2020,May,Tuesday,Texas,Yes,Yes,No,No,Yes
74,TX,"51,323",,,"1,411",0,"1,419",,,50,0,2020,May,Wednesday,Texas,Yes,Yes,No,No,Yes
75,TX,"52,268",,,945,0,"1,440",,,21,0,2020,May,Thursday,Texas,Yes,Yes,No,No,Yes
76,TX,"53,449",,,"1,181",0,"1,480",,,40,0,2020,May,Friday,Texas,Yes,Yes,No,No,Yes
77,TX,"54,509",,,"1,060",0,"1,506",,,26,0,2020,May,Saturday,Texas,Yes,Yes,No,No,Yes
78,TX,"55,348",,,839,0,"1,519",,,13,0,2020,May,Sunday,Texas,Yes,Yes,No,No,Yes
79,TX,"55,971",,,623,0,"1,527",,,8,0,2020,May,Monday,Texas,Yes,Yes,No,No,Yes
80,TX,"56,560",,,589,0,"1,536",,,9,0,2020,May,Tuesday,Texas,Yes,Yes,No,No,Yes
81,TX,"57,921",,,"1,361",0,"1,562",,,26,0,2020,May,Wednesday,Texas,Yes,Yes,No,No,Yes
82,TX,"59,776",,,"1,855",0,"1,601",,,39,0,2020,May,Thursday,Texas,Yes,Yes,No,No,Yes
83,TX,"61,006",,,"1,230",0,"1,626",,,25,0,2020,May,Friday,Texas,Yes,Yes,No,No,Yes
84,TX,"62,338",,,"1,332",0,"1,648",,,22,0,2020,May,Saturday,Texas,Yes,Yes,No,No,Yes
85,TX,"64,287",,,"1,949",0,"1,672",,,24,0,2020,May,Sunday,Texas,Yes,Yes,No,No,Yes
86,TX,0,,,0,,0,,,0,,2020,June,Tuesday,Texas,Yes,Yes,No,No,Yes
87,TX,5,,,2,,0,,,0,,2020,June,Wednesday,Texas,Yes,Yes,No,No,Yes
88,TX,"7,276",,,464,,140,,,13,,2020,June,Thursday,Texas,Yes,Yes,No,No,Yes
89,TX,"34,422",,,"1,053",0,948,,,42,0,2020,June,Friday,Texas,Yes,Yes,No,No,Yes
90,TX,"73,553",,,"1,940",0,"1,819",,,31,0,2020,June,Saturday,Texas,Yes,Yes,No,No,Yes
91,TX,"200,557",,,"5,318",0,"2,655",,,18,0,2020,June,Sunday,Texas,Yes,Yes,No,No,Yes
92,TX,"467,485",,,"7,598",0,"7,803",,,306,0,2020,June,Monday,Texas,Yes,Yes,No,No,Yes
93,TX,"638,310",,,"2,995",0,"13,472",,,64,0,2020,June,Tuesday,Texas,Yes,Yes,No,No,Yes
94,TX,"773,435",,,"4,132",0,"16,111",,,78,0,2020,June,Wednesday,Texas,Yes,Yes,No,No,Yes
95,TX,"942,539",,,"7,545",0,"18,589",,,136,0,2020,June,Thursday,Texas,Yes,Yes,No,No,Yes
96,TX,"86,011",,,"2,331",0,"1,957",,,18,0,2020,June,Saturday,Texas,Yes,Yes,No,No,Yes
97,TX,"87,854",,,"1,843",0,"1,976",,,19,0,2020,June,Sunday,Texas,Yes,Yes,No,No,Yes
98,TX,"89,108",,,"1,254",0,"1,983",,,7,0,2020,June,Monday,Texas,Yes,Yes,No,No,Yes
99,TX,"93,206",,,"4,098",0,"2,029",,,46,0,2020,June,Tuesday,Texas,Yes,Yes,No,No,Yes
100,TX,"96,335",,,"3,129",0,"2,062",,,33,0,2020,June,Wednesday,Texas,Yes,Yes,No,No,Yes
101,TX,"99,851",,,"3,516",0,"2,105",,,43,0,2020,June,Thursday,Texas,Yes,Yes,No,No,Yes
102,TX,"103,305",,,"3,454",0,"2,140",,,35,0,2020,June,Friday,Texas,Yes,Yes,No,No,Yes
103,TX,"107,735",,,"4,430",0,"2,165",,,25,0,2020,June,Saturday,Texas,Yes,Yes,No,No,Yes
104,TX,"111,601",,,"3,866",0,"2,182",,,17,0,2020,June,Sunday,Texas,Yes,Yes,No,No,Yes
105,TX,"114,881",,,"3,280",0,"2,192",,,10,0,2020,June,Monday,Texas,Yes,Yes,No,No,Yes
106,TX,"120,370",,,"5,489",0,"2,220",,,28,0,2020,June,Tuesday,Texas,Yes,Yes,No,No,Yes
107,TX,"125,921",,,"5,551",0,"2,249",,,29,0,2020,June,Wednesday,Texas,Yes,Yes,No,No,Yes
108,TX,"131,917",,,"5,996",0,"2,296",,,47,0,2020,June,Thursday,Texas,Yes,Yes,No,No,Yes
109,TX,"137,624",,,"5,707",0,"2,324",,,28,0,2020,June,Friday,Texas,Yes,Yes,No,No,Yes
110,TX,"143,371",,,"5,747",0,"2,366",,,42,0,2020,June,Saturday,Texas,Yes,Yes,No,No,Yes
111,TX,"148,723",,,"5,352",0,"2,393",,,27,0,2020,June,Sunday,Texas,Yes,Yes,No,No,Yes
112,TX,"153,011",,,"4,288",0,"2,403",,,10,0,2020,June,Monday,Texas,Yes,Yes,No,No,Yes
113,TX,"159,986",,,"6,975",0,"2,424",,,21,0,2020,June,Tuesday,Texas,Yes,Yes,No,No,Yes
114,TX,0,,,0,,0,,,0,,2020,July,Thursday,Texas,Yes,Yes,No,No,Yes
115,TX,5,,,0,,0,,,0,,2020,July,Friday,Texas,Yes,Yes,No,No,Yes
116,TX,"8,262",,,986,,154,,,14,,2020,July,Saturday,Texas,Yes,Yes,No,No,Yes
117,TX,"35,390",,,968,0,973,,,25,0,2020,July,Sunday,Texas,Yes,Yes,No,No,Yes
118,TX,"74,978",,,"1,425",0,"1,830",,,11,0,2020,July,Monday,Texas,Yes,Yes,No,No,Yes
119,TX,"210,585",,,"10,028",0,"2,715",,,60,0,2020,July,Tuesday,Texas,Yes,Yes,No,No,Yes
120,TX,"474,524",,,"7,039",0,"8,096",,,293,0,2020,July,Wednesday,Texas,Yes,Yes,No,No,Yes
121,TX,"640,370",,,"2,060",0,"13,492",,,20,0,2020,July,Thursday,Texas,Yes,Yes,No,No,Yes
122,TX,"777,556",,,"4,121",0,"16,230",,,119,0,2020,July,Friday,Texas,Yes,Yes,No,No,Yes
123,TX,"950,549",,,"8,010",0,"18,700",,,111,0,2020,July,Saturday,Texas,Yes,Yes,No,No,Yes
124,TX,"264,313",,,"5,655",0,"3,235",,,43,0,2020,July,Monday,Texas,Yes,Yes,No,No,Yes
125,TX,"275,058",,,"10,745",0,"3,322",,,87,0,2020,July,Tuesday,Texas,Yes,Yes,No,No,Yes
126,TX,"282,365",,,"7,307",0,"3,432",,,110,0,2020,July,Wednesday,Texas,Yes,Yes,No,No,Yes
127,TX,"292,656",,,"10,291",0,"3,561",,,129,0,2020,July,Thursday,Texas,Yes,Yes,No,No,Yes
128,TX,"307,572",,,"14,916",0,"3,735",,,174,0,2020,July,Friday,Texas,Yes,Yes,No,No,Yes
129,TX,"317,730",,,"10,158",0,"3,865",,,130,0,2020,July,Saturday,Texas,Yes,Yes,No,No,Yes
130,TX,"325,030",,,"7,300",0,"3,958",,,93,0,2020,July,Sunday,Texas,Yes,Yes,No,No,Yes
131,TX,"332,434",,,"7,404",0,"4,020",,,62,0,2020,July,Monday,Texas,Yes,Yes,No,No,Yes
132,TX,"341,739",,,"9,305",0,"4,151",,,131,0,2020,July,Tuesday,Texas,Yes,Yes,No,No,Yes
133,TX,"351,618",,,"9,879",0,"4,348",,,197,0,2020,July,Wednesday,Texas,Yes,Yes,No,No,Yes
134,TX,"361,125",,,"9,507",0,"4,521",,,173,0,2020,July,Thursday,Texas,Yes,Yes,No,No,Yes
135,TX,"369,826",,,"8,701",0,"4,717",,,196,0,2020,July,Friday,Texas,Yes,Yes,No,No,Yes
136,TX,"375,846",,,"6,020",0,"4,885",,,168,0,2020,July,Saturday,Texas,Yes,Yes,No,No,Yes
137,TX,"381,656",,,"5,810",0,"5,038",,,153,0,2020,July,Sunday,Texas,Yes,Yes,No,No,Yes
138,TX,"385,923",,,"4,267",0,"5,713",,,675,0,2020,July,Monday,Texas,Yes,Yes,No,No,Yes
139,TX,"394,265",,,"8,342",0,"5,877",,,164,0,2020,July,Tuesday,Texas,Yes,Yes,No,No,Yes
140,TX,"403,307",,,"9,042",0,"6,190",,,313,0,2020,July,Wednesday,Texas,Yes,Yes,No,No,Yes
141,TX,"412,107",,,"8,800",0,"6,274",,,84,0,2020,July,Thursday,Texas,Yes,Yes,No,No,Yes
142,TX,"420,946",,,"8,839",0,"6,569",,,295,0,2020,July,Friday,Texas,Yes,Yes,No,No,Yes
143,TX,0,,,0,,0,,,0,,2020,August,Sunday,Texas,Yes,Yes,No,No,Yes
144,TX,6,,,1,,0,,,0,,2020,August,Monday,Texas,Yes,Yes,No,No,Yes
145,TX,"9,353",,,"1,091",,177,,,23,,2020,August,Tuesday,Texas,Yes,Yes,No,No,Yes
146,TX,"36,609",,,"1,219",0,"1,004",,,31,0,2020,August,Wednesday,Texas,Yes,Yes,No,No,Yes
147,TX,"75,616",,,638,0,"1,836",,,6,0,2020,August,Thursday,Texas,Yes,Yes,No,No,Yes
148,TX,"220,564",,,"9,979",0,"2,813",,,98,0,2020,August,Friday,Texas,Yes,Yes,No,No,Yes
149,TX,"481,483",,,"6,959",0,"8,343",,,247,0,2020,August,Saturday,Texas,Yes,Yes,No,No,Yes
150,TX,"641,791",,,"1,421",0,"13,553",,,61,0,2020,August,Sunday,Texas,Yes,Yes,No,No,Yes
151,TX,"781,794",,,"4,238",0,"16,334",,,104,0,2020,August,Monday,Texas,Yes,Yes,No,No,Yes
152,TX,"956,234",,,"5,685",0,"18,743",,,43,0,2020,August,Tuesday,Texas,Yes,Yes,No,No,Yes
153,TX,"513,575",,,"6,755",0,"9,289",,,255,0,2020,August,Thursday,Texas,Yes,Yes,No,No,Yes
154,TX,"520,593",,,"7,018",0,"9,602",,,313,0,2020,August,Friday,Texas,Yes,Yes,No,No,Yes
155,TX,"528,838",,,"8,245",0,"9,840",,,238,0,2020,August,Saturday,Texas,Yes,Yes,No,No,Yes
156,TX,"535,042",,,"6,204",0,"9,983",,,143,0,2020,August,Sunday,Texas,Yes,Yes,No,No,Yes
157,TX,"542,950",,,"7,908",0,"10,034",,,51,0,2020,August,Monday,Texas,Yes,Yes,No,No,Yes
158,TX,"550,232",,,"7,282",0,"10,250",,,216,0,2020,August,Tuesday,Texas,Yes,Yes,No,No,Yes
159,TX,"557,256",,,"7,024",0,"10,559",,,309,0,2020,August,Wednesday,Texas,Yes,Yes,No,No,Yes
160,TX,"562,559",,,"5,303",0,"10,793",,,234,0,2020,August,Thursday,Texas,Yes,Yes,No,No,Yes
161,TX,"567,580",,,"5,021",0,"11,051",,,258,0,2020,August,Friday,Texas,Yes,Yes,No,No,Yes
162,TX,"573,139",,,"5,559",0,"11,266",,,215,0,2020,August,Saturday,Texas,Yes,Yes,No,No,Yes
163,TX,"577,537",,,"4,398",0,"11,370",,,104,0,2020,August,Sunday,Texas,Yes,Yes,No,No,Yes
164,TX,"580,384",,,"2,847",0,"11,395",,,25,0,2020,August,Monday,Texas,Yes,Yes,No,No,Yes
165,TX,"586,730",,,"6,346",0,"11,576",,,181,0,2020,August,Tuesday,Texas,Yes,Yes,No,No,Yes
166,TX,"592,137",,,"5,407",0,"11,805",,,229,0,2020,August,Wednesday,Texas,Yes,Yes,No,No,Yes
167,TX,"597,737",,,"5,600",0,"12,070",,,265,0,2020,August,Thursday,Texas,Yes,Yes,No,No,Yes
168,TX,"601,768",,,"4,031",0,"12,266",,,196,0,2020,August,Friday,Texas,Yes,Yes,No,No,Yes
169,TX,"606,530",,,"4,762",0,"12,420",,,154,0,2020,August,Saturday,Texas,Yes,Yes,No,No,Yes
170,TX,"610,354",,,"3,824",0,"12,510",,,90,0,2020,August,Sunday,Texas,Yes,Yes,No,No,Yes
171,TX,"612,969",,,"2,615",0,"12,536",,,26,0,2020,August,Monday,Texas,Yes,Yes,No,No,Yes
172,TX,0,,,0,,0,,,0,,2020,September,Wednesday,Texas,Yes,Yes,No,No,Yes
173,TX,13,,,7,,0,,,0,,2020,September,Thursday,Texas,Yes,Yes,No,No,Yes
174,TX,"10,230",,,877,,199,,,22,,2020,September,Friday,Texas,Yes,Yes,No,No,Yes
175,TX,"37,860",,,"1,251",0,"1,049",,,45,0,2020,September,Saturday,Texas,Yes,Yes,No,No,Yes
176,TX,"77,253",,,"1,637",0,"1,853",,,17,0,2020,September,Sunday,Texas,Yes,Yes,No,No,Yes
177,TX,"230,346",,,"9,782",0,"2,918",,,105,0,2020,September,Monday,Texas,Yes,Yes,No,No,Yes
178,TX,"486,362",,,"4,879",0,"8,459",,,116,0,2020,September,Tuesday,Texas,Yes,Yes,No,No,Yes
179,TX,"645,791",,,"4,000",0,"13,692",,,139,0,2020,September,Wednesday,Texas,Yes,Yes,No,No,Yes
180,TX,"785,830",,,"4,036",0,"16,432",,,98,0,2020,September,Thursday,Texas,Yes,Yes,No,No,Yes
181,TX,"963,019",,,"6,785",0,"18,769",,,26,0,2020,September,Friday,Texas,Yes,Yes,No,No,Yes
182,TX,"659,434",,,"1,845",0,"14,190",,,47,0,2020,September,Sunday,Texas,Yes,Yes,No,No,Yes
183,TX,"663,445",,,"4,011",0,"14,211",,,21,0,2020,September,Monday,Texas,Yes,Yes,No,No,Yes
184,TX,"668,746",,,"5,301",0,"14,343",,,132,0,2020,September,Tuesday,Texas,Yes,Yes,No,No,Yes
185,TX,"674,772",,,"6,026",0,"14,478",,,135,0,2020,September,Wednesday,Texas,Yes,Yes,No,No,Yes
186,TX,"678,819",,,"4,047",0,"14,590",,,112,0,2020,September,Thursday,Texas,Yes,Yes,No,No,Yes
187,TX,"682,241",,,"3,422",0,"14,713",,,123,0,2020,September,Friday,Texas,Yes,Yes,No,No,Yes
188,TX,"686,068",,,"3,827",0,"14,848",,,135,0,2020,September,Saturday,Texas,Yes,Yes,No,No,Yes
189,TX,"688,534",,,"2,466",0,"14,893",,,45,0,2020,September,Sunday,Texas,Yes,Yes,No,No,Yes
190,TX,"698,387",,,"9,853",0,"14,917",,,24,0,2020,September,Monday,Texas,Yes,Yes,No,No,Yes
191,TX,"716,207",,,"17,820",0,"14,994",,,77,0,2020,September,Tuesday,Texas,Yes,Yes,No,No,Yes
192,TX,"719,599",,,"3,392",0,"15,129",,,135,0,2020,September,Wednesday,Texas,Yes,Yes,No,No,Yes
193,TX,"723,919",,,"4,320",0,"15,267",,,138,0,2020,September,Thursday,Texas,Yes,Yes,No,No,Yes
194,TX,"723,919",,,0,0,"15,364",,,97,0,2020,September,Friday,Texas,Yes,Yes,No,No,Yes
195,TX,"733,438",,,"9,519",0,"15,485",,,121,0,2020,September,Saturday,Texas,Yes,Yes,No,No,Yes
196,TX,"735,132",,,"1,694",0,"15,522",,,37,0,2020,September,Sunday,Texas,Yes,Yes,No,No,Yes
197,TX,"739,222",,,"4,090",0,"15,533",,,11,0,2020,September,Monday,Texas,Yes,Yes,No,No,Yes
198,TX,"743,284",,,"4,062",0,"15,604",,,71,0,2020,September,Tuesday,Texas,Yes,Yes,No,No,Yes
199,TX,"748,967",,,"5,683",0,"15,711",,,107,0,2020,September,Wednesday,Texas,Yes,Yes,No,No,Yes
200,TX,0,,,0,,0,,,0,,2020,October,Friday,Texas,Yes,Yes,No,No,Yes
201,TX,15,,,2,,0,,,0,,2020,October,Saturday,Texas,Yes,Yes,No,No,Yes
202,TX,"11,671",,,"1,441",,226,,,27,,2020,October,Sunday,Texas,Yes,Yes,No,No,Yes
203,TX,"38,869",,,"1,009",0,"1,088",,,39,0,2020,October,Monday,Texas,Yes,Yes,No,No,Yes
204,TX,"79,757",,,"2,504",0,"1,885",,,32,0,2020,October,Tuesday,Texas,Yes,Yes,No,No,Yes
205,TX,"240,111",,,"9,765",0,"3,013",,,95,0,2020,October,Wednesday,Texas,Yes,Yes,No,No,Yes
206,TX,"490,817",,,"4,455",0,"8,490",,,31,0,2020,October,Thursday,Texas,Yes,Yes,No,No,Yes
207,TX,"649,809",,,"4,018",0,"13,853",,,161,0,2020,October,Friday,Texas,Yes,Yes,No,No,Yes
208,TX,"790,060",,,"4,230",0,"16,526",,,94,0,2020,October,Saturday,Texas,Yes,Yes,No,No,Yes
209,TX,"974,230",,,"11,211",0,"18,863",,,94,0,2020,October,Sunday,Texas,Yes,Yes,No,No,Yes
210,TX,"800,415",,,"5,289",0,"16,622",,,64,0,2020,October,Tuesday,Texas,Yes,Yes,No,No,Yes
211,TX,"805,082",,,"4,667",0,"16,717",,,95,0,2020,October,Wednesday,Texas,Yes,Yes,No,No,Yes
212,TX,"809,808",,,"4,726",0,"16,812",,,95,0,2020,October,Thursday,Texas,Yes,Yes,No,No,Yes
213,TX,"815,678",,,"5,870",0,"16,903",,,91,0,2020,October,Friday,Texas,Yes,Yes,No,No,Yes
214,TX,"820,563",,,"4,885",0,"16,984",,,81,0,2020,October,Saturday,Texas,Yes,Yes,No,No,Yes
215,TX,"823,779",,,"3,216",0,"17,014",,,30,0,2020,October,Sunday,Texas,Yes,Yes,No,No,Yes
216,TX,"828,527",,,"4,748",0,"17,022",,,8,0,2020,October,Monday,Texas,Yes,Yes,No,No,Yes
217,TX,"833,557",,,"5,030",0,"17,087",,,65,0,2020,October,Tuesday,Texas,Yes,Yes,No,No,Yes
218,TX,"838,809",,,"5,252",0,"17,201",,,114,0,2020,October,Wednesday,Texas,Yes,Yes,No,No,Yes
219,TX,"845,100",,,"6,291",0,"17,286",,,85,0,2020,October,Thursday,Texas,Yes,Yes,No,No,Yes
220,TX,"851,572",,,"6,472",0,"17,375",,,89,0,2020,October,Friday,Texas,Yes,Yes,No,No,Yes
221,TX,"858,071",,,"6,499",0,"17,456",,,81,0,2020,October,Saturday,Texas,Yes,Yes,No,No,Yes
222,TX,"862,375",,,"4,304",0,"17,504",,,48,0,2020,October,Sunday,Texas,Yes,Yes,No,No,Yes
223,TX,"867,075",,,"4,700",0,"17,514",,,10,0,2020,October,Monday,Texas,Yes,Yes,No,No,Yes
224,TX,"874,367",,,"7,292",0,"17,595",,,81,0,2020,October,Tuesday,Texas,Yes,Yes,No,No,Yes
225,TX,"879,994",,,"5,627",0,"17,700",,,105,0,2020,October,Wednesday,Texas,Yes,Yes,No,No,Yes
226,TX,"886,820",,,"6,826",0,"17,819",,,119,0,2020,October,Thursday,Texas,Yes,Yes,No,No,Yes
227,TX,"893,451",,,"6,631",0,"17,934",,,115,0,2020,October,Friday,Texas,Yes,Yes,No,No,Yes
228,TX,"900,596",,,"7,145",0,"18,024",,,90,0,2020,October,Saturday,Texas,Yes,Yes,No,No,Yes
229,TX,0,,,0,,0,,,0,,2020,November,Monday,Texas,Yes,Yes,No,No,Yes
230,TX,23,,,8,,0,,,0,,2020,November,Tuesday,Texas,Yes,Yes,No,No,Yes
231,TX,"12,561",,,890,,254,,,28,,2020,November,Wednesday,Texas,Yes,Yes,No,No,Yes
232,TX,"39,869",,,"1,000",0,"1,100",,,12,0,2020,November,Thursday,Texas,Yes,Yes,No,No,Yes
233,TX,"81,583",,,"1,826",0,"1,920",,,35,0,2020,November,Friday,Texas,Yes,Yes,No,No,Yes
234,TX,"250,462",,,"10,351",0,"3,112",,,99,0,2020,November,Saturday,Texas,Yes,Yes,No,No,Yes
235,TX,"500,620",,,"9,803",0,"8,710",,,220,0,2020,November,Sunday,Texas,Yes,Yes,No,No,Yes
236,TX,"653,356",,,"3,547",0,"13,997",,,144,0,2020,November,Monday,Texas,Yes,Yes,No,No,Yes
237,TX,"792,478",,,"2,418",0,"16,557",,,31,0,2020,November,Tuesday,Texas,Yes,Yes,No,No,Yes
238,TX,"985,380",,,"11,150",0,"19,004",,,141,0,2020,November,Wednesday,Texas,Yes,Yes,No,No,Yes
239,TX,0,,,0,,0,,,0,,2020,December,Wednesday,Texas,Yes,Yes,No,No,Yes
240,TX,24,,,1,,0,,,0,,2020,December,Thursday,Texas,Yes,Yes,No,No,Yes
241,TX,"13,484",,,923,,271,,,17,,2020,December,Friday,Texas,Yes,Yes,No,No,Yes
